"pattern";"theoretical_intensity";"my_kappa";"my_mu";"my_scale";"expect_disp_ind"
"int22_disp55";22;0,22;100;0,456103515625;55,02180254829
"int22_disp56";22;0,22;100;0,444921875;55,9797292804401
"int22_disp57";22;0,22;100;0,433203125;57,0325003519873
"int22_disp58";22;0,22;100;0,421484375;58,0156390742334
"int22_disp59";22;0,22;100;0,4109375;59,0290092315649
"int22_disp60";22;0,22;100;0,4;59,9652974287688
"int22_disp61";22;0,22;100;0,3875;61,020486507562
"int22_disp62";22;0,22;100;0,37734375;61,9739159281458
"int22_disp63";22;0,22;100;0,365625;63,0333085050845
"int22_disp64";22;0,22;100;0,35625;63,9871166532582
"int22_disp65";22;0,22;100;0,34521484375;65,0147146985722
"int22_disp66";22;0,22;100;0,33447265625;65,9650863266983
"int22_disp67";22;0,22;100;0,3234375;67,0246086985138
"int22_disp68";22;0,22;100;0,312451171875;68,0445459409967
"int22_disp69";22;0,22;100;0,3031982421875;68,9754220366614
"int22_disp70";22;0,22;100;0,2927734375;69,9789629035455
"int22_disp71";22;0,22;100;0,28125;71,04161662207
"int22_disp72";22;0,22;100;0,271875;72,0117948308147
"int22_disp73";22;0,22;100;0,2625;72,9723115028421
"int22_disp74";22;0,22;100;0,251953125;74,0054392014813
"int22_disp75";22;0,22;100;0,24140625;75,0037216876967
"int23_disp2";23;0,23;100;5,4;2,01758875028238
"int23_disp3";23;0,23;100;3,8;3,01032435519793
"int23_disp4";23;0,23;100;3,05;4,04302769212265
"int23_disp5";23;0,23;100;2,65;4,95321955145384
"int23_disp6";23;0,23;100;2,3375;5,98516933148011
"int23_disp7";23;0,23;100;2,1125;7,02584766040848
"int23_disp8";23;0,23;100;1,95;7,9598257341338
"int23_disp9";23;0,23;100;1,8;9,02123627596493
"int23_disp10";23;0,23;100;1,6875;9,96404762353515
"int23_disp11";23;0,23;100;1,5875;10,9890239706251
"int23_disp12";23;0,23;100;1,5;12,039066875897
"int23_disp13";23;0,23;100;1,43125;12,9531458622136
"int23_disp14";23;0,23;100;1,3625;14,0027438416089
"int23_disp15";23;0,23;100;1,30625;14,9587378508896
"int23_disp16";23;0,23;100;1,25;15,9959637734049
"int23_disp17";23;0,23;100;1,203125;16,9752359856689
"int23_disp18";23;0,23;100;1,159375;17,9671581981464
"int23_disp19";23;0,23;100;1,11875;19,016758451529
"int23_disp20";23;0,23;100;1,08125;19,9820533463642
"int23_disp21";23;0,23;100;1,046875;21,0049814801672
"int23_disp22";23;0,23;100;1,0140625;22,0275518285116
"int23_disp23";23;0,23;100;0,984375;22,9718834801243
"int23_disp24";23;0,23;100;0,95625;23,9962684861082
"int23_disp25";23;0,23;100;0,928125;25,0370901915431
"int23_disp26";23;0,23;100;0,903125;26,0347779304026
"int23_disp27";23;0,23;100;0,878125;27,0241372877075
"int23_disp28";23;0,23;100;0,8578125;28,024342820974
"int23_disp29";23;0,23;100;0,834375;29,0354631616652
"int23_disp30";23;0,23;100;0,815625;29,9507847114709
"int23_disp31";23;0,23;100;0,79375;31,0078230580659
"int23_disp32";23;0,23;100;0,77578125;32,0017878782584
"int23_disp33";23;0,23;100;0,75703125;33,0280329073899
"int23_disp34";23;0,23;100;0,740625;33,9537893790676
"int23_disp35";23;0,23;100;0,7234375;35,0076079656079
"int23_disp36";23;0,23;100;0,70625;36,0345999886337
"int23_disp37";23;0,23;100;0,690625;37,0424798249532
"int23_disp38";23;0,23;100;0,675390625;37,9875164167238
"int23_disp39";23;0,23;100;0,660546875;39,0183973608785
"int23_disp40";23;0,23;100;0,646875;39,9769683999349
"int23_disp41";23;0,23;100;0,63125;41,0389756386879
"int23_disp42";23;0,23;100;0,6171875;42,0448401477292
"int23_disp43";23;0,23;100;0,60546875;42,9938279979744
"int23_disp44";23;0,23;100;0,59140625;44,0201212097935
"int23_disp45";23;0,23;100;0,578125;45,0022265337258
"int23_disp46";23;0,23;100;0,565625;45,9598325095631
"int23_disp47";23;0,23;100;0,552734375;47,0356929836094
"int23_disp48";23;0,23;100;0,54140625;47,9549297887865
"int23_disp49";23;0,23;100;0,528125;48,9598098406102
"int23_disp50";23;0,23;100;0,51484375;50,046914810048
"int23_disp51";23;0,23;100;0,5046875;50,9842632488624
"int23_disp52";23;0,23;100;0,4921875;51,9811570772547
"int23_disp53";23;0,23;100;0,47890625;53,0008480894092
"int23_disp54";23;0,23;100;0,46875;53,9917760451362
"int23_disp55";23;0,23;100;0,4564453125;55,0283967216203
"int23_disp56";23;0,23;100;0,4453125;55,9661137842749
"int23_disp57";23;0,23;100;0,434375;57,0082731284595
"int23_disp58";23;0,23;100;0,4212890625;58,0411904337014
"int23_disp59";23;0,23;100;0,409375;59,0348516848341
"int23_disp60";23;0,23;100;0,4;60,0493751670895
"int23_disp61";23;0,23;100;0,387493896484375;60,9773277643701
"int23_disp62";23;0,23;100;0,378125;61,9648117030049
"int23_disp63";23;0,23;100;0,366796875;62,9585188975796
"int23_disp64";23;0,23;100;0,3546875;64,0177046339222
"int23_disp65";23;0,23;100;0,345703125;65,0178076384258
"int23_disp66";23;0,23;100;0,334375;66,0027482642735
"int23_disp67";23;0,23;100;0,3234375;67,0165151203877
"int23_disp68";23;0,23;100;0,3125;68,0458932669169
"int23_disp69";23;0,23;100;0,30322265625;69,0103894371238
"int23_disp70";23;0,23;100;0,292578125;70,0035842347734
"int23_disp71";23;0,23;100;0,282421875;71,002292248308
"int23_disp72";23;0,23;100;0,271630859375;72,0097121347605
"int23_disp73";23;0,23;100;0,2609375;72,9753608792966
"int23_disp74";23;0,23;100;0,2515625;74,0416975886415
"int23_disp75";23;0,23;100;0,24140625;75,0362188234331
"int24_disp2";24;0,24;100;5,4;2,00386590933794
"int24_disp3";24;0,24;100;3,8;3,00613523937994
"int24_disp4";24;0,24;100;3,075;3,98693641923504
"int24_disp5";24;0,24;100;2,65;4,95219120831086
"int24_disp6";24;0,24;100;2,325;6,04242337350518
"int24_disp7";24;0,24;100;2,125;6,96915117632982
"int24_disp8";24;0,24;100;1,9375;8,02692483776695
"int24_disp9";24;0,24;100;1,8;9,03799976687072
"int24_disp10";24;0,24;100;1,6875;9,98795508521918
"int24_disp11";24;0,24;100;1,5875;11,0201386720407
"int24_disp12";24;0,24;100;1,503125;11,999730181306
"int24_disp13";24;0,24;100;1,43125;12,9650269951213
"int24_disp14";24;0,24;100;1,3625;14,0235924020878
"int24_disp15";24;0,24;100;1,30625;14,9720064044084
"int24_disp16";24;0,24;100;1,25;16,0117504496944
"int24_disp17";24;0,24;100;1,203125;17,0063345774686
"int24_disp18";24;0,24;100;1,159375;18,0372570568797
"int24_disp19";24;0,24;100;1,11875;19,0388138614102
"int24_disp20";24;0,24;100;1,08125;19,99363339348
"int24_disp21";24;0,24;100;1,046875;21,0175018456973
"int24_disp22";24;0,24;100;1,015625;21,9746166580683
"int24_disp23";24;0,24;100;0,984375;22,9566684726282
"int24_disp24";24;0,24;100;0,95625;23,9995118421118
"int24_disp25";24;0,24;100;0,928125;25,0218217381713
"int24_disp26";24;0,24;100;0,90625;25,9713066371989
"int24_disp27";24;0,24;100;0,88125;26,9839567683094
"int24_disp28";24;0,24;100;0,85625;28,0333210669248
"int24_disp29";24;0,24;100;0,8359375;29,0121790091021
"int24_disp30";24;0,24;100;0,8140625;30,0462183315319
"int24_disp31";24;0,24;100;0,79375;31,0294102270964
"int24_disp32";24;0,24;100;0,775;32,0109976632669
"int24_disp33";24;0,24;100;0,75625;33,0150667362218
"int24_disp34";24;0,24;100;0,740625;33,9836600084483
"int24_disp35";24;0,24;100;0,721875;35,0338986297977
"int24_disp36";24;0,24;100;0,70625;36,0097783805011
"int24_disp37";24;0,24;100;0,690625;37,0031369314693
"int24_disp38";24;0,24;100;0,675;38,0123065757247
"int24_disp39";24;0,24;100;0,66083984375;38,9568069782699
"int24_disp40";24;0,24;100;0,6453125;39,9887674627175
"int24_disp41";24;0,24;100;0,632080078125;40,983576550698
"int24_disp42";24;0,24;100;0,61875;41,9889812096207
"int24_disp43";24;0,24;100;0,6046875;42,9953558388373
"int24_disp44";24;0,24;100;0,590625;44,0398239260736
"int24_disp45";24;0,24;100;0,578125;44,9661905443785
"int24_disp46";24;0,24;100;0,565625;45,9917612664561
"int24_disp47";24;0,24;100;0,553125;46,9724477336615
"int24_disp48";24;0,24;100;0,5390625;47,9874734758765
"int24_disp49";24;0,24;100;0,528125;49,0118845323391
"int24_disp50";24;0,24;100;0,515625;49,9884560362618
"int24_disp51";24;0,24;100;0,503515625;50,9708825218345
"int24_disp52";24;0,24;100;0,4921875;51,9889413564473
"int24_disp53";24;0,24;100;0,48125;53,0161776358643
"int24_disp54";24;0,24;100;0,46796875;54,0460773528419
"int24_disp55";24;0,24;100;0,45625;55,0253807177747
"int24_disp56";24;0,24;100;0,4453125;56,022573685015
"int24_disp57";24;0,24;100;0,4328125;56,9867474701793
"int24_disp58";24;0,24;100;0,42265625;57,9923133189504
"int24_disp59";24;0,24;100;0,411328125;58,9700978076399
"int24_disp60";24;0,24;100;0,3994140625;60,0424438285228
"int24_disp61";24;0,24;100;0,387890625;61,030741739213
"int24_disp62";24;0,24;100;0,3765625;61,99832790218
"int24_disp63";24;0,24;100;0,3671875;63,0192369588814
"int24_disp64";24;0,24;100;0,355987548828125;64,032514172505
"int24_disp65";24;0,24;100;0,3453125;65,0259794719571
"int24_disp66";24;0,24;100;0,334375;66,0269791146537
"int24_disp67";24;0,24;100;0,3234375;66,976495348323
"int24_disp68";24;0,24;100;0,3125;68,0084392477314
"int24_disp69";24;0,24;100;0,303125;68,9519387918924
"int24_disp70";24;0,24;100;0,2921875;70,0022228431052
"int24_disp71";24;0,24;100;0,2828125;70,9923946229821
"int24_disp72";24;0,24;100;0,271875;71,9960750691688
"int24_disp73";24;0,24;100;0,26171875;73,0199622669029
"int24_disp74";24;0,24;100;0,2515625;73,9970457154594
"int24_disp75";24;0,24;100;0,241796875;75,0025105204644
"int25_disp2";25;0,25;100;5,4;2,01086637471098
"int25_disp3";25;0,25;100;3,8;3,01235675788092
"int25_disp4";25;0,25;100;3,05;4,03989221375749
"int25_disp5";25;0,25;100;2,65;4,95182498614517
"int25_disp6";25;0,25;100;2,325;6,04386738194618
"int25_disp7";25;0,25;100;2,1125;7,01154588423913
"int25_disp8";25;0,25;100;1,9375;8,02662076796057
"int25_disp9";25;0,25;100;1,8;8,99225354142167
"int25_disp10";25;0,25;100;1,6875;9,9922276094041
"int25_disp11";25;0,25;100;1,5875;11,0121884548116
"int25_disp12";25;0,25;100;1,5;12,0352399942501
"int25_disp13";25;0,25;100;1,425;13,0278270642058
"int25_disp14";25;0,25;100;1,3625;14,0222981059492
"int25_disp15";25;0,25;100;1,303125;15,0111532563034
"int25_disp16";25;0,25;100;1,25;16,021322856103
"int25_disp17";25;0,25;100;1,203125;16,9718098922819
"int25_disp18";25;0,25;100;1,15625;18,0169580376815
"int25_disp19";25;0,25;100;1,11875;19,000414987708
"int25_disp20";25;0,25;100;1,08125;19,9833526100003
"int25_disp21";25;0,25;100;1,046875;20,9687651701301
"int25_disp22";25;0,25;100;1,0125;22,0385892987601
"int25_disp23";25;0,25;100;0,984375;23,0464191714998
"int25_disp24";25;0,25;100;0,95625;24,0018185264027
"int25_disp25";25;0,25;100;0,928125;25,0054221183858
"int25_disp26";25;0,25;100;0,9046875;25,9889974133993
"int25_disp27";25;0,25;100;0,87890625;26,978709275809
"int25_disp28";25;0,25;100;0,8578125;27,9795612113911
"int25_disp29";25;0,25;100;0,834375;29,0380478935847
"int25_disp30";25;0,25;100;0,815625;29,9861609075771
"int25_disp31";25;0,25;100;0,7953125;30,996671685691
"int25_disp32";25;0,25;100;0,7765625;32,0076300770585
"int25_disp33";25;0,25;100;0,7576171875;32,9952474069425
"int25_disp34";25;0,25;100;0,740625;33,9563271817199
"int25_disp35";25;0,25;100;0,7234375;34,9728443343287
"int25_disp36";25;0,25;100;0,70625;36,0145955327763
"int25_disp37";25;0,25;100;0,690625;37,0270300983241
"int25_disp38";25;0,25;100;0,675;38,030769487989
"int25_disp39";25;0,25;100;0,659375;38,9735412130808
"int25_disp40";25;0,25;100;0,646875;40,0052678290312
"int25_disp41";25;0,25;100;0,63125;41,0101437859682
"int25_disp42";25;0,25;100;0,61875;42,0258429577076
"int25_disp43";25;0,25;100;0,6046875;42,9742269860164
"int25_disp44";25;0,25;100;0,59140625;44,0169865431825
"int25_disp45";25;0,25;100;0,5783203125;44,9797576868377
"int25_disp46";25;0,25;100;0,565625;45,9600133597478
"int25_disp47";25;0,25;100;0,553125;46,9541996802628
"int25_disp48";25;0,25;100;0,540625;48,0067973499139
"int25_disp49";25;0,25;100;0,528125;49,0290474819091
"int25_disp50";25;0,25;100;0,5158203125;49,973008311902
"int25_disp51";25;0,25;100;0,50390625;50,9939423790559
"int25_disp52";25;0,25;100;0,4921875;51,9740610080304
"int25_disp53";25;0,25;100;0,48125;53,0015858025128
"int25_disp54";25;0,25;100;0,46875;54,005951444474
"int25_disp55";25;0,25;100;0,45625;55,0072797768663
"int25_disp56";25;0,25;100;0,44375;56,0487522406095
"int25_disp57";25;0,25;100;0,4328125;57,0395716093458
"int25_disp58";25;0,25;100;0,4220703125;57,9959220764983
"int25_disp59";25;0,25;100;0,411083984375;59,0016285923218
"int25_disp60";25;0,25;100;0,4;59,9782690104097
"int25_disp61";25;0,25;100;0,38828125;61,0428756150818
"int25_disp62";25;0,25;100;0,377734375;62,0408459053902
"int25_disp63";25;0,25;100;0,3671875;62,9626934172541
"int25_disp64";25;0,25;100;0,35546875;64,003748353238
"int25_disp65";25;0,25;100;0,34453125;65,028355063165
"int25_disp66";25;0,25;100;0,334375;65,9512905721571
"int25_disp67";25;0,25;100;0,3234375;67,0440967655647
"int25_disp68";25;0,25;100;0,3125;68,0074054707756
"int25_disp69";25;0,25;100;0,30234375;69,0351022435597
"int25_disp70";25;0,25;100;0,29296875;69,979549183746
"int25_disp71";25;0,25;100;0,28291015625;70,9881113667299
"int25_disp72";25;0,25;100;0,271826171875;71,9535327977952
"int25_disp73";25;0,25;100;0,26171875;72,9764557361016
"int25_disp74";25;0,25;100;0,2515625;74,0385727188335
"int25_disp75";25;0,25;100;0,24140625;75,0494948194829
"int26_disp2";26;0,26;100;5,4;2,01366130994256
"int26_disp3";26;0,26;100;3,8;2,99460717305287
"int26_disp4";26;0,26;100;3,1;3,95935061691161
"int26_disp5";26;0,26;100;2,65;4,9636629857268
"int26_disp6";26;0,26;100;2,35;5,98027427922482
"int26_disp7";26;0,26;100;2,1125;7,01586992193679
"int26_disp8";26;0,26;100;1,9375;8,03248555124751
"int26_disp9";26;0,26;100;1,8;9,01606517330301
"int26_disp10";26;0,26;100;1,6875;9,97031904672283
"int26_disp11";26;0,26;100;1,5875;11,0042164563244
"int26_disp12";26;0,26;100;1,5;12,0448319313715
"int26_disp13";26;0,26;100;1,428125;13,0262630244114
"int26_disp14";26;0,26;100;1,3625;14,0277128577533
"int26_disp15";26;0,26;100;1,30625;14,950873317394
"int26_disp16";26;0,26;100;1,25;15,9773571224233
"int26_disp17";26;0,26;100;1,20625;16,9537223178071
"int26_disp18";26;0,26;100;1,1625;17,9635236657612
"int26_disp19";26;0,26;100;1,11875;18,9822157805501
"int26_disp20";26;0,26;100;1,08125;20,032619153058
"int26_disp21";26;0,26;100;1,046875;21,0252080040786
"int26_disp22";26;0,26;100;1,0140625;22,0015024209289
"int26_disp23";26;0,26;100;0,984375;22,9970950435208
"int26_disp24";26;0,26;100;0,9546875;24,0174630196454
"int26_disp25";26;0,26;100;0,928125;25,0294897537433
"int26_disp26";26;0,26;100;0,903125;26,0209834510887
"int26_disp27";26;0,26;100;0,88125;26,9617233275673
"int26_disp28";26;0,26;100;0,85625;28,0147120124102
"int26_disp29";26;0,26;100;0,8359375;28,9681151854468
"int26_disp30";26;0,26;100;0,815625;29,9671283439667
"int26_disp31";26;0,26;100;0,7953125;31,0204889089706
"int26_disp32";26;0,26;100;0,77578125;31,9887067151314
"int26_disp33";26;0,26;100;0,7578125;33,0273471263713
"int26_disp34";26;0,26;100;0,740625;33,966365001677
"int26_disp35";26;0,26;100;0,7234375;35,0351835952459
"int26_disp36";26;0,26;100;0,70625;36,0465010411354
"int26_disp37";26;0,26;100;0,690625;37,0139989778516
"int26_disp38";26;0,26;100;0,675;38,0462128762634
"int26_disp39";26;0,26;100;0,6609375;39,0166058939402
"int26_disp40";26;0,26;100;0,6453125;40,0477749846969
"int26_disp41";26;0,26;100;0,6328125;40,9822567951
"int26_disp42";26;0,26;100;0,61796875;41,9940973041987
"int26_disp43";26;0,26;100;0,60390625;43,0460813777838
"int26_disp44";26;0,26;100;0,5921875;43,9820162131204
"int26_disp45";26;0,26;100;0,578125;45,0172687518422
"int26_disp46";26;0,26;100;0,565625;46,0207905308064
"int26_disp47";26;0,26;100;0,552734375;47,0022934191676
"int26_disp48";26;0,26;100;0,53984375;48,0014779465768
"int26_disp49";26;0,26;100;0,528125;48,9552802469574
"int26_disp50";26;0,26;100;0,515625;50,0064749111613
"int26_disp51";26;0,26;100;0,50390625;50,9576208131585
"int26_disp52";26;0,26;100;0,4921875;52,0447347201268
"int26_disp53";26;0,26;100;0,4796875;52,9905329315119
"int26_disp54";26;0,26;100;0,46796875;53,9694265721954
"int26_disp55";26;0,26;100;0,4578125;55,0493331278798
"int26_disp56";26;0,26;100;0,4453125;55,9679855208934
"int26_disp57";26;0,26;100;0,43359375;56,9985006994711
"int26_disp58";26;0,26;100;0,4234375;57,9780544910905
"int26_disp59";26;0,26;100;0,4125;58,9507948138207
"int26_disp60";26;0,26;100;0,4;60,0279845821123
"int26_disp61";26;0,26;100;0,388671875;60,966442803465
"int26_disp62";26;0,26;100;0,378125;62,0134817271027
"int26_disp63";26;0,26;100;0,365625;63,0235535684337
"int26_disp64";26;0,26;100;0,35546875;64,0118635915
"int26_disp65";26;0,26;100;0,3453125;64,9988293021368
"int26_disp66";26;0,26;100;0,33515625;66,0052753274042
"int26_disp67";26;0,26;100;0,3236328125;66,9520455570754
"int26_disp68";26;0,26;100;0,3125;68,0206382271536
"int26_disp69";26;0,26;100;0,303125;69,0035695562327
"int26_disp70";26;0,26;100;0,2921875;69,9500122873648
"int26_disp71";26;0,26;100;0,2828125;70,9559576853144
"int26_disp72";26;0,26;100;0,271875;72,0299515459607
"int26_disp73";26;0,26;100;0,26171875;72,9747590486068
"int26_disp74";26;0,26;100;0,25078125;73,9521404038336
"int26_disp75";26;0,26;100;0,2421875;75,0108767520782
"int27_disp2";27;0,27;100;5,4;2,01685219353154
"int27_disp3";27;0,27;100;3,8;2,99796719143512
"int27_disp4";27;0,27;100;3,05;4,04090871207562
"int27_disp5";27;0,27;100;2,65;4,96141752095546
"int27_disp6";27;0,27;100;2,35;5,95699031997333
"int27_disp7";27;0,27;100;2,1125;7,02665058083254
"int27_disp8";27;0,27;100;1,95;7,9511861799719
"int27_disp9";27;0,27;100;1,8;9,02732356523035
"int27_disp10";27;0,27;100;1,6875;9,98351077009468
"int27_disp11";27;0,27;100;1,5875;11,024681598974
"int27_disp12";27;0,27;100;1,5;12,0340034919106
"int27_disp13";27;0,27;100;1,425;13,0472904250833
"int27_disp14";27;0,27;100;1,3625;14,0321779538032
"int27_disp15";27;0,27;100;1,303125;14,9988921534141
"int27_disp16";27;0,27;100;1,25;16,0325602276285
"int27_disp17";27;0,27;100;1,203125;17,0116767093804
"int27_disp18";27;0,27;100;1,15625;18,0260635210162
"int27_disp19";27;0,27;100;1,11875;18,9676578817064
"int27_disp20";27;0,27;100;1,08125;19,9990003726671
"int27_disp21";27;0,27;100;1,0453125;20,9927477511283
"int27_disp22";27;0,27;100;1,0140625;21,9952407198722
"int27_disp23";27;0,27;100;0,984375;22,9874307450907
"int27_disp24";27;0,27;100;0,95625;23,9729262150809
"int27_disp25";27;0,27;100;0,928125;25,0261400568779
"int27_disp26";27;0,27;100;0,903125;25,9884017005055
"int27_disp27";27;0,27;100;0,88125;26,9838618031072
"int27_disp28";27;0,27;100;0,85625;28,0176458152889
"int27_disp29";27;0,27;100;0,83515625;29,0099837969719
"int27_disp30";27;0,27;100;0,81484375;30,0432359308435
"int27_disp31";27;0,27;100;0,79453125;31,0428228141798
"int27_disp32";27;0,27;100;0,7765625;31,9855680003356
"int27_disp33";27;0,27;100;0,7578125;32,9724332071531
"int27_disp34";27;0,27;100;0,7390625;34,0357011941081
"int27_disp35";27;0,27;100;0,7234375;35,035770144836
"int27_disp36";27;0,27;100;0,70703125;36,0219562036593
"int27_disp37";27;0,27;100;0,69140625;36,9748673498146
"int27_disp38";27;0,27;100;0,676171875;37,9787834987355
"int27_disp39";27;0,27;100;0,659375;38,9938315163823
"int27_disp40";27;0,27;100;0,6453125;40,035041366747
"int27_disp41";27;0,27;100;0,63125;41,025651137321
"int27_disp42";27;0,27;100;0,61796875;42,0060669457123
"int27_disp43";27;0,27;100;0,6046875;42,9975684653312
"int27_disp44";27;0,27;100;0,5921875;44,009317072468
"int27_disp45";27;0,27;100;0,578125;45,0336859684525
"int27_disp46";27;0,27;100;0,565625;46,0131315836832
"int27_disp47";27;0,27;100;0,553125;46,9548692996916
"int27_disp48";27;0,27;100;0,540625;48,0267761232887
"int27_disp49";27;0,27;100;0,528125;48,9960409941702
"int27_disp50";27;0,27;100;0,515625;49,9764310927069
"int27_disp51";27;0,27;100;0,502734375;51,0320948774617
"int27_disp52";27;0,27;100;0,49140625;51,9512714865339
"int27_disp53";27;0,27;100;0,4796875;52,9886907677516
"int27_disp54";27;0,27;100;0,4671875;53,9862303144844
"int27_disp55";27;0,27;100;0,45625;55,0349991872438
"int27_disp56";27;0,27;100;0,444921875;55,9679634204973
"int27_disp57";27;0,27;100;0,43359375;57,0269560904789
"int27_disp58";27;0,27;100;0,4216796875;57,9675246374039
"int27_disp59";27;0,27;100;0,4109375;58,9835640426993
"int27_disp60";27;0,27;100;0,400390625;59,9742120470106
"int27_disp61";27;0,27;100;0,3875;61,0202252818654
"int27_disp62";27;0,27;100;0,377734375;61,9905632817499
"int27_disp63";27;0,27;100;0,3671875;62,9731142384593
"int27_disp64";27;0,27;100;0,35546875;64,0277927368995
"int27_disp65";27;0,27;100;0,3453125;64,9626585572627
"int27_disp66";27;0,27;100;0,334375;66,0114196724874
"int27_disp67";27;0,27;100;0,3234375;67,0105447287473
"int27_disp68";27;0,27;100;0,31328125;67,9624072918419
"int27_disp69";27;0,27;100;0,302734375;69,0321003843676
"int27_disp70";27;0,27;100;0,2921875;70,0207266171813
"int27_disp71";27;0,27;100;0,282421875;70,9634477668618
"int27_disp72";27;0,27;100;0,271875;71,9902212867636
"int27_disp73";27;0,27;100;0,261328125;72,9697445924778
"int27_disp74";27;0,27;100;0,2505859375;74,0230645277969
"int27_disp75";27;0,27;100;0,24140625;74,986511412175
"int28_disp2";28;0,28;100;5,4;2,01079094722836
"int28_disp3";28;0,28;100;3,8;2,99802538713455
"int28_disp4";28;0,28;100;3,1;3,95527531870307
"int28_disp5";28;0,28;100;2,65;4,96036749096356
"int28_disp6";28;0,28;100;2,3375;5,99173955011121
"int28_disp7";28;0,28;100;2,125;6,95444051337799
"int28_disp8";28;0,28;100;1,9375;8,04235387087647
"int28_disp9";28;0,28;100;1,8;9,00490795579559
"int28_disp10";28;0,28;100;1,6875;9,97140099587741
"int28_disp11";28;0,28;100;1,5875;10,9747853037747
"int28_disp12";28;0,28;100;1,5;12,0367392226252
"int28_disp13";28;0,28;100;1,43125;12,986515141892
"int28_disp14";28;0,28;100;1,3625;13,9717680964549
"int28_disp15";28;0,28;100;1,30625;14,9537839854536
"int28_disp16";28;0,28;100;1,25;16,0294971567762
"int28_disp17";28;0,28;100;1,203125;17,0370147411001
"int28_disp18";28;0,28;100;1,159375;17,9732812846078
"int28_disp19";28;0,28;100;1,11875;19,0398632604472
"int28_disp20";28;0,28;100;1,08125;19,9915769452639
"int28_disp21";28;0,28;100;1,04765625;20,9642421039499
"int28_disp22";28;0,28;100;1,015625;21,9504404794438
"int28_disp23";28;0,28;100;0,984375;23,0138080776904
"int28_disp24";28;0,28;100;0,95625;23,9550824049156
"int28_disp25";28;0,28;100;0,93125;24,9631672265877
"int28_disp26";28;0,28;100;0,903125;26,0499231527034
"int28_disp27";28;0,28;100;0,878125;27,0469332201764
"int28_disp28";28;0,28;100;0,85625;28,028777303183
"int28_disp29";28;0,28;100;0,8359375;28,969640696191
"int28_disp30";28;0,28;100;0,8125;30,0401450417143
"int28_disp31";28;0,28;100;0,79453125;30,9735216862381
"int28_disp32";28;0,28;100;0,775;32,0160939528342
"int28_disp33";28;0,28;100;0,75703125;33,0033990386151
"int28_disp34";28;0,28;100;0,740625;33,9892876076121
"int28_disp35";28;0,28;100;0,7232421875;34,967326814883
"int28_disp36";28;0,28;100;0,70625;36,0438159426927
"int28_disp37";28;0,28;100;0,690625;37,0300266545187
"int28_disp38";28;0,28;100;0,675;37,9871766111177
"int28_disp39";28;0,28;100;0,6625;38,9731361802183
"int28_disp40";28;0,28;100;0,6453125;40,0431865123408
"int28_disp41";28;0,28;100;0,63125;41,0001257073773
"int28_disp42";28;0,28;100;0,61796875;42,016120862734
"int28_disp43";28;0,28;100;0,60546875;43,0039248435659
"int28_disp44";28;0,28;100;0,590625;44,0005224532389
"int28_disp45";28;0,28;100;0,578125;44,9971424575607
"int28_disp46";28;0,28;100;0,565625;46,0134573670162
"int28_disp47";28;0,28;100;0,553125;46,97340426725
"int28_disp48";28;0,28;100;0,540625;47,9759148959208
"int28_disp49";28;0,28;100;0,528125;48,9713856953417
"int28_disp50";28;0,28;100;0,51572265625;50,0148442031028
"int28_disp51";28;0,28;100;0,503515625;51,0225835281261
"int28_disp52";28;0,28;100;0,4921875;51,9923909676723
"int28_disp53";28;0,28;100;0,4796875;53,02640018294
"int28_disp54";28;0,28;100;0,46875;53,9970701875446
"int28_disp55";28;0,28;100;0,45625;54,9879164366185
"int28_disp56";28;0,28;100;0,4453125;56,0091128986344
"int28_disp57";28;0,28;100;0,433544921875;56,965048726125
"int28_disp58";28;0,28;100;0,422265625;57,9915535896155
"int28_disp59";28;0,28;100;0,4109375;58,9651924752956
"int28_disp60";28;0,28;100;0,4;60,0122327761611
"int28_disp61";28;0,28;100;0,3890625;60,9628796545783
"int28_disp62";28;0,28;100;0,378125;61,975925985498
"int28_disp63";28;0,28;100;0,36640625;63,035172906612
"int28_disp64";28;0,28;100;0,35625;63,9554856614586
"int28_disp65";28;0,28;100;0,3453125;65,0479616878806
"int28_disp66";28;0,28;100;0,33447265625;66,029598359846
"int28_disp67";28;0,28;100;0,3234375;67,0480204557557
"int28_disp68";28;0,28;100;0,31328125;68,0327321286347
"int28_disp69";28;0,28;100;0,30234375;69,0415248058769
"int28_disp70";28;0,28;100;0,2921875;69,9950957419954
"int28_disp71";28;0,28;100;0,28125;71,0492416213513
"int28_disp72";28;0,28;100;0,271875;71,9750250849077
"int28_disp73";28;0,28;100;0,262109375;72,9787587489662
"int28_disp74";28;0,28;100;0,25205078125;74,0063561807062
"int28_disp75";28;0,28;100;0,2421875;75,0054368535815
"int29_disp2";29;0,29;100;5,4;2,0138026390283
"int29_disp3";29;0,29;100;3,8;2,99884728933574
"int29_disp4";29;0,29;100;3,075;3,998404396996
"int29_disp5";29;0,29;100;2,65;4,95318015909584
"int29_disp6";29;0,29;100;2,325;6,03076999910434
"int29_disp7";29;0,29;100;2,125;6,95904467542863
"int29_disp8";29;0,29;100;1,94375;7,99427958200303
"int29_disp9";29;0,29;100;1,8;9,01725859432716
"int29_disp10";29;0,29;100;1,6875;9,9864409888732
"int29_disp11";29;0,29;100;1,5875;11,0179007490251
"int29_disp12";29;0,29;100;1,50625;11,9810049757971
"int29_disp13";29;0,29;100;1,425;13,0453962638953
